num,columnes,scores
4,taste_first nuchal_stiffness odynophagia flu_binary final_diagnosis_code,0.7771985456316906
4,headache dysphonia symptoms_binary neuro final_diagnosis_code,0.7623641082983623
4,hemorrhagies shock gi_first shock_first final_diagnosis_code,0.5805642877846484
4,smokers_home irritability nasal_first fatiga final_diagnosis_code,0.796590882142568
4,resp final_diagnosis_code hepato odynophagia final_diagnosis_code,0.5806794234857519
4,crup_first sex ct2 inflam_periferic final_diagnosis_code,0.7985379145676015
4,nuchal_stiffness odynophagia headache flu_binary final_diagnosis_code,0.765325720203986
4,highest_fever artritis symptoms_binary shock_first final_diagnosis_code,0.6019720752347426
4,fever hemorrhagies inflam_periferic tos final_diagnosis_code,0.7915514361970588
4,neuro odynophagia dyarrea mialgies final_diagnosis_code,0.7079987288570783
4,mialgies neuro crup_first dermatologic final_diagnosis_code,0.7876449901526789
4,ct2 shock_first shock final_diagnosis_code final_diagnosis_code,0.38832268900438927
4,gi_symptoms school_confirmed artralgies crup final_diagnosis_code,0.7174170558220044
4,shock_first ct2 ausc_resp wheezing final_diagnosis_code,0.5828619472740048
4,shock dolor_toracic gi_symptoms irritability final_diagnosis_code,0.7866436358032362
4,final_diagnosis_code neuro_first gi_symptoms spleno_first final_diagnosis_code,0.5706596694548469
4,ausc_resp hemorrhagies dyarrea shock_first final_diagnosis_code,0.5865145476421858
4,abdominal_pain dyarrea sympt_epi conjuntivitis final_diagnosis_code,0.8120559721726938
4,dysphonia gi_first crup final_diagnosis_code final_diagnosis_code,0.5956319828277108
4,nasal_first headache dyarrea nuchal_stiffness final_diagnosis_code,0.7108149544441664
4,dysphonia highest_fever artralgies flu_binary final_diagnosis_code,0.7843984403377359
4,shock highest_fever gi_first ct2 final_diagnosis_code,0.6990046108845305
4,ocular_pain shock_first hemorr_first inflam_periferic final_diagnosis_code,0.5732242008833544
4,shock_first wheezing gi_symptoms mialgies final_diagnosis_code,0.6038794600825893
4,neuro_first abdominal_pain nasal_congestion home_confirmed final_diagnosis_code,0.7226925075360299
5,spleno_first abdominal_pain gi_first disfonia_first flu_binary final_diagnosis_code,0.8297038961528714
5,flu_binary hemorrhagies dyarrea crup_first artritis final_diagnosis_code,0.7811468693980683
5,abdominal_pain ausc_resp headache_first wheezing artralgies final_diagnosis_code,0.7854577007400371
5,shock_first gi_first taste_first nasal_first irritability final_diagnosis_code,0.6493442039882041
5,shock_first fatiga nasal_congestion artralgies conjuntivitis final_diagnosis_code,0.6618908921157894
5,peripheral_paralysis school_confirmed sex neuro hemorrhagies final_diagnosis_code,0.7924491485579588
5,inflam_periferic crackles irritability dyarrea mialgies final_diagnosis_code,0.8155867799969153
5,fever smokers_home fatiga gi_first artritis final_diagnosis_code,0.8344626823398325
5,smokers_home dolor_toracic hemorrhagies artralgies hepato_first final_diagnosis_code,0.8218025054760344
5,crup_first fatiga final_diagnosis_code dyarrea conjuntivitis final_diagnosis_code,0.6144557455232597
5,crup_first dyarrea highest_fever dysphonia ausc_resp final_diagnosis_code,0.6743122809430245
5,shock_first peripheral_paralysis wheezing hepato_first gi_symptoms final_diagnosis_code,0.6523604977971384
5,hemorrhagies resp home_confirmed dermatologic peripheral_paralysis final_diagnosis_code,0.8634742061626454
5,ct2 mialgies hemorr_first school_confirmed sympt_epi final_diagnosis_code,0.7635586317797095
5,nasal_first ocular_pain shock abdominal_pain inflam_periferic final_diagnosis_code,0.686348317402254
5,peripheral_paralysis taste_first abdominal_pain fever resp final_diagnosis_code,0.6651891212506374
5,shock_first lymph_first crackles tachypnea spleno_first final_diagnosis_code,0.6434817752886253
5,disfonia_first tachypnea flu_binary ct2 gi_symptoms final_diagnosis_code,0.7963320799810925
5,gi_first final_diagnosis_code dermatologic mialgies hemorr_first final_diagnosis_code,0.6360798157431137
5,disfonia_first neuro_first shock crup_first artritis final_diagnosis_code,0.8193983669936417
5,irritability resp crup_first nasal_congestion smokers_home final_diagnosis_code,0.7196847453983869
5,ct2 disfonia_first tos tachypnea symptoms_binary final_diagnosis_code,0.7762345639885914
5,dyarrea abdominal_pain ct2 hepato smokers_home final_diagnosis_code,0.7375011871980321
5,nuchal_stiffness crup neuro_first artritis nasal_first final_diagnosis_code,0.7907532560133012
5,final_diagnosis_code irritability ocular_pain nuchal_stiffness gi_first final_diagnosis_code,0.5196638276159065
5,crup_first mialgies inflam_periferic nuchal_stiffness tachypnea final_diagnosis_code,0.8349684161947698
5,nuchal_stiffness crackles highest_fever school_symptoms home_confirmed final_diagnosis_code,0.7619762650807717
5,peripheral_paralysis dermatologic hepato resp spleno_first final_diagnosis_code,0.8290197761158279
5,neuro nasal_first peripheral_paralysis headache gi_first final_diagnosis_code,0.6931881030431022
5,hemorrhagies hemorr_first shock neuro crup_first final_diagnosis_code,0.798966325442184
5,conjuntivitis dermatologic mialgies crup_first hepato final_diagnosis_code,0.8219116464800336
5,lymph_first dermatologic symptoms_binary hepato nuchal_stiffness final_diagnosis_code,0.8256366180035272
5,peripheral_paralysis hepato_first gi_first dyarrea nasal_first final_diagnosis_code,0.7659251834515673
5,symptoms_binary school_symptoms tos shock fever final_diagnosis_code,0.8309734048085701
5,mialgies conjuntivitis irritability home_confirmed inflam_periferic final_diagnosis_code,0.8640120351091519
5,symptoms_binary final_diagnosis_code sex smokers_home sympt_epi final_diagnosis_code,0.711733909933996
5,symptoms_binary smokers_home home_confirmed tachypnea headache_first final_diagnosis_code,0.859093946873776
5,fatiga abdominal_pain tachypnea taste_first nuchal_stiffness final_diagnosis_code,0.7381101435774698
5,ct2 neuro_first tos crup_first headache final_diagnosis_code,0.750228209211072
5,artralgies home_confirmed sex shock lymph_first final_diagnosis_code,0.7164613164424853
5,crup_first hepato dolor_toracic ocular_pain fever final_diagnosis_code,0.6223725363577938
5,dyarrea nasal_congestion sex resp ausc_resp final_diagnosis_code,0.7933159479840873
5,odynophagia home_confirmed school_symptoms dysphonia fever final_diagnosis_code,0.8264960740032655
5,shock_first gi_first sympt_epi home_confirmed highest_fever final_diagnosis_code,0.6966308197019213
5,shock inflam_periferic neuro_first mialgies hepato final_diagnosis_code,0.7823968100689466
5,wheezing dysphonia school_confirmed hemorrhagies headache_first final_diagnosis_code,0.8333518645019752
5,highest_fever fever abdominal_pain inflam_periferic gi_symptoms final_diagnosis_code,0.8028635663673468
5,hepato_first neuro tachypnea dolor_toracic hepato final_diagnosis_code,0.821266487964246
5,inflam_periferic nuchal_stiffness crup_first home_confirmed school_symptoms final_diagnosis_code,0.7989970251774737
5,disfonia_first spleno_first home_confirmed dyarrea tos final_diagnosis_code,0.8601509981096331
5,artritis nasal_congestion smokers_home lymph_first flu_binary final_diagnosis_code,0.7895628247499831
5,sex disfonia_first headache_first fatiga wheezing final_diagnosis_code,0.8221525496946436
5,final_diagnosis_code home_confirmed nasal_first fever disfonia_first final_diagnosis_code,0.735739036208046
5,inflam_periferic smokers_home odynophagia hemorrhagies crup final_diagnosis_code,0.7835400412361903
5,gi_first tos inflam_periferic fatiga crup_first final_diagnosis_code,0.8030428180574725
5,school_symptoms crup headache_first neuro odynophagia final_diagnosis_code,0.7547963872620157
5,neuro_first ausc_resp odynophagia neuro resp final_diagnosis_code,0.7620137783301756
5,disfonia_first flu_binary tachypnea artralgies gi_first final_diagnosis_code,0.8214728515819937
5,hepato_first school_symptoms ausc_resp spleno_first tachypnea final_diagnosis_code,0.8389759412890091
5,conjuntivitis shock_first peripheral_paralysis school_symptoms gi_symptoms final_diagnosis_code,0.6078019618096459
6,school_confirmed artralgies artritis highest_fever crackles dyarrea final_diagnosis_code,0.7710464242493076
6,hemorr_first ct2 irritability resp wheezing dyarrea final_diagnosis_code,0.6372771653040813
6,gi_first ct2 final_diagnosis_code disfonia_first symptoms_binary irritability final_diagnosis_code,0.6635499649688799
6,irritability sex hepato school_confirmed inflam_periferic wheezing final_diagnosis_code,0.8342147957858864
6,neuro_first lymph_first taste_first artritis final_diagnosis_code abdominal_pain final_diagnosis_code,0.6762212190199326
6,inflam_periferic dyarrea home_confirmed sex crup_first school_confirmed final_diagnosis_code,0.7621541578499
6,peripheral_paralysis tos neuro_first shock flu_binary fever final_diagnosis_code,0.7988066352589749
6,dyarrea ausc_resp hepato_first tachypnea hemorr_first shock final_diagnosis_code,0.7985079938481557
6,hepato_first artritis inflam_periferic artralgies lymph_first wheezing final_diagnosis_code,0.7839491759736149
6,disfonia_first hepato crackles odynophagia crup_first artralgies final_diagnosis_code,0.7649000686661674
6,final_diagnosis_code taste_first hepato_first dermatologic conjuntivitis ct2 final_diagnosis_code,0.7422564894874466
6,highest_fever peripheral_paralysis nasal_congestion nasal_first dyarrea ocular_pain final_diagnosis_code,0.690534766454758
6,taste_first dermatologic hemorrhagies symptoms_binary abdominal_pain peripheral_paralysis final_diagnosis_code,0.8335916818287482
6,dysphonia shock spleno_first home_confirmed school_confirmed smokers_home final_diagnosis_code,0.8643403688376248
6,symptoms_binary sex crup_first irritability hepato_first fever final_diagnosis_code,0.8086065639183803
6,conjuntivitis crup hepato hemorr_first dermatologic odynophagia final_diagnosis_code,0.6799587338350432
6,smokers_home final_diagnosis_code school_confirmed school_symptoms irritability highest_fever final_diagnosis_code,0.7047950176502835
6,nasal_first final_diagnosis_code neuro_first mialgies headache crup_first final_diagnosis_code,0.6794354345562749
6,hemorr_first hepato gi_first hepato_first hemorrhagies crackles final_diagnosis_code,0.8263374984086589
6,mialgies hepato shock_first nuchal_stiffness abdominal_pain artralgies final_diagnosis_code,0.6801643862125178
6,hepato dysphonia fever taste_first fatiga school_confirmed final_diagnosis_code,0.8350211318599351
6,conjuntivitis lymph_first school_symptoms final_diagnosis_code crackles abdominal_pain final_diagnosis_code,0.7027273436565887
6,symptoms_binary nasal_congestion neuro_first smokers_home shock hemorr_first final_diagnosis_code,0.8185262015926863
6,taste_first hepato_first mialgies school_symptoms sympt_epi ocular_pain final_diagnosis_code,0.8340466852903842
6,ausc_resp gi_first nuchal_stiffness lymph_first school_symptoms sex final_diagnosis_code,0.7519145979460676
6,ocular_pain artralgies home_confirmed mialgies symptoms_binary ausc_resp final_diagnosis_code,0.7658381398524675
6,nasal_congestion nuchal_stiffness abdominal_pain wheezing ct2 dermatologic final_diagnosis_code,0.7195104483253053
6,irritability headache symptoms_binary odynophagia nasal_congestion nuchal_stiffness final_diagnosis_code,0.7488913666732196
6,mialgies neuro_first dolor_toracic headache nasal_congestion hemorrhagies final_diagnosis_code,0.8000698699459852
6,nasal_congestion resp sympt_epi shock_first dolor_toracic ct2 final_diagnosis_code,0.6568914853454476
6,final_diagnosis_code dermatologic ct2 conjuntivitis crup neuro final_diagnosis_code,0.6843519027907838
6,abdominal_pain highest_fever nuchal_stiffness shock artralgies artritis final_diagnosis_code,0.6602092721758807
6,crup ausc_resp headache lymph_first tachypnea headache_first final_diagnosis_code,0.7939208086670514
6,artritis nasal_first sympt_epi hemorrhagies odynophagia crackles final_diagnosis_code,0.8510025805265669
6,neuro_first nasal_congestion irritability fatiga resp mialgies final_diagnosis_code,0.7968882157723577
6,taste_first hepato nasal_congestion headache_first irritability final_diagnosis_code final_diagnosis_code,0.6599433655362353
6,spleno_first ocular_pain taste_first hemorrhagies home_confirmed headache final_diagnosis_code,0.8268257406633647
6,headache_first crackles ct2 tachypnea abdominal_pain highest_fever final_diagnosis_code,0.6888474405470509
6,dolor_toracic abdominal_pain sympt_epi dysphonia mialgies fatiga final_diagnosis_code,0.8424146818874612
6,gi_first inflam_periferic ausc_resp school_confirmed final_diagnosis_code artralgies final_diagnosis_code,0.6879266334934869
6,neuro_first mialgies headache gi_symptoms highest_fever taste_first final_diagnosis_code,0.6791310671111612
6,dyarrea nasal_congestion disfonia_first highest_fever neuro mialgies final_diagnosis_code,0.7295808036914097
6,dysphonia ct2 ocular_pain fatiga tachypnea artralgies final_diagnosis_code,0.7406259489455655
6,crup_first final_diagnosis_code ocular_pain gi_symptoms dyarrea taste_first final_diagnosis_code,0.6612069915440068
6,sympt_epi headache_first odynophagia final_diagnosis_code neuro abdominal_pain final_diagnosis_code,0.6729474374760479
6,highest_fever resp dermatologic artritis abdominal_pain odynophagia final_diagnosis_code,0.7629885106001447
6,dyarrea taste_first hemorrhagies neuro resp crup_first final_diagnosis_code,0.7683836318231743
6,fatiga wheezing dysphonia ct2 hepato_first hemorr_first final_diagnosis_code,0.8368288525268116
6,dysphonia neuro final_diagnosis_code nasal_first headache_first mialgies final_diagnosis_code,0.693204065431836
6,neuro sex dermatologic neuro_first sympt_epi ct2 final_diagnosis_code,0.8571879543711074
6,irritability headache_first gi_symptoms home_confirmed school_symptoms conjuntivitis final_diagnosis_code,0.8463710805298986
6,mialgies wheezing conjuntivitis hemorr_first peripheral_paralysis tos final_diagnosis_code,0.8407063252722311
6,nasal_first lymph_first wheezing taste_first shock_first ausc_resp final_diagnosis_code,0.6930296605813951
6,fatiga neuro_first conjuntivitis lymph_first shock_first sex final_diagnosis_code,0.6807712507213264
6,artralgies crackles hemorrhagies abdominal_pain school_confirmed artritis final_diagnosis_code,0.8546033123399026
6,gi_first neuro_first headache tachypnea school_confirmed abdominal_pain final_diagnosis_code,0.803026837405017
6,sex wheezing fever shock_first fatiga school_symptoms final_diagnosis_code,0.6929692650237962
6,irritability neuro_first nasal_first fever dyarrea school_symptoms final_diagnosis_code,0.6856340224929439
6,hemorrhagies peripheral_paralysis shock_first home_confirmed shock headache final_diagnosis_code,0.7246702502155685
6,odynophagia headache ct2 fatiga gi_first final_diagnosis_code final_diagnosis_code,0.6000910884854517
7,dyarrea headache_first dermatologic tos neuro_first crackles dysphonia final_diagnosis_code,0.775015086599474
7,hepato_first smokers_home artritis sex sympt_epi mialgies dysphonia final_diagnosis_code,0.861084045781161
7,hemorr_first odynophagia headache_first dyarrea ocular_pain nasal_congestion symptoms_binary final_diagnosis_code,0.7381267124215714
7,sympt_epi dolor_toracic ct2 artralgies neuro peripheral_paralysis school_symptoms final_diagnosis_code,0.7295668905950474
7,ausc_resp final_diagnosis_code dermatologic school_confirmed headache_first crup headache final_diagnosis_code,0.6983876185781166
7,crup hepato home_confirmed headache_first nasal_congestion peripheral_paralysis sex final_diagnosis_code,0.8454209433426074
7,dolor_toracic resp inflam_periferic hemorr_first spleno_first mialgies home_confirmed final_diagnosis_code,0.8939336205843929
7,irritability odynophagia dolor_toracic lymph_first artritis dyarrea disfonia_first final_diagnosis_code,0.8031862985915286
7,hepato spleno_first ausc_resp shock_first neuro disfonia_first ocular_pain final_diagnosis_code,0.7122079941117035
7,artritis abdominal_pain disfonia_first tachypnea peripheral_paralysis dyarrea dysphonia final_diagnosis_code,0.8173229862301965
7,abdominal_pain tachypnea shock_first odynophagia school_symptoms taste_first nuchal_stiffness final_diagnosis_code,0.6848891375151582
7,gi_first hepato_first dolor_toracic artralgies dermatologic odynophagia artritis final_diagnosis_code,0.7947876565395187
7,dysphonia final_diagnosis_code ausc_resp shock taste_first hepato_first home_confirmed final_diagnosis_code,0.7751216889137079
7,hepato_first resp dyarrea disfonia_first sympt_epi shock mialgies final_diagnosis_code,0.8709378737561494
7,gi_first hepato_first artritis peripheral_paralysis smokers_home flu_binary disfonia_first final_diagnosis_code,0.7853085570314576
7,gi_symptoms crup highest_fever fatiga spleno_first sex dysphonia final_diagnosis_code,0.8357296546375764
7,spleno_first peripheral_paralysis fever school_confirmed ct2 sex smokers_home final_diagnosis_code,0.7038451250864115
7,nasal_congestion hepato home_confirmed symptoms_binary mialgies sex taste_first final_diagnosis_code,0.8143585374507274
7,ct2 shock_first tachypnea gi_first shock final_diagnosis_code hepato_first final_diagnosis_code,0.5942830621786153
7,school_confirmed shock_first smokers_home tos gi_symptoms dysphonia shock final_diagnosis_code,0.7477290052689176
7,nasal_congestion crup headache tos tachypnea highest_fever conjuntivitis final_diagnosis_code,0.8216946520293672
7,home_confirmed irritability sex crup dolor_toracic tachypnea artritis final_diagnosis_code,0.8535786421138527
7,ct2 disfonia_first mialgies headache artralgies school_symptoms headache_first final_diagnosis_code,0.8292412512604299
7,conjuntivitis neuro_first peripheral_paralysis crackles nasal_first gi_first mialgies final_diagnosis_code,0.7496604711525201
7,sex taste_first dyarrea tachypnea tos inflam_periferic lymph_first final_diagnosis_code,0.8020507605093958
7,home_confirmed crup odynophagia school_confirmed hemorr_first peripheral_paralysis conjuntivitis final_diagnosis_code,0.7519065468087515
7,shock crup_first lymph_first fever highest_fever dolor_toracic resp final_diagnosis_code,0.7579721425132461
7,smokers_home tos dyarrea crup_first fever shock_first hepato_first final_diagnosis_code,0.6947724197847804
7,inflam_periferic flu_binary ocular_pain sex odynophagia symptoms_binary crup final_diagnosis_code,0.7795527393431931
7,hemorr_first school_symptoms crackles smokers_home hepato_first disfonia_first fatiga final_diagnosis_code,0.866263669591995
7,dermatologic home_confirmed ocular_pain conjuntivitis smokers_home gi_first artritis final_diagnosis_code,0.8561151621513041
7,symptoms_binary gi_first fatiga sympt_epi crup_first irritability lymph_first final_diagnosis_code,0.8136129569776366
7,resp gi_symptoms nasal_first tos artritis tachypnea abdominal_pain final_diagnosis_code,0.8498366825225341
7,inflam_periferic dolor_toracic peripheral_paralysis gi_first fever neuro_first wheezing final_diagnosis_code,0.7374537283066134
7,ocular_pain ausc_resp irritability sex school_confirmed shock_first artralgies final_diagnosis_code,0.665351075576256
7,hemorr_first taste_first symptoms_binary sympt_epi disfonia_first ausc_resp artralgies final_diagnosis_code,0.8486178268811984
7,dysphonia neuro inflam_periferic artritis shock_first artralgies ocular_pain final_diagnosis_code,0.6992372449608726
7,nasal_first ausc_resp headache_first gi_first artralgies ct2 taste_first final_diagnosis_code,0.690470950591682
7,hepato_first school_confirmed nuchal_stiffness headache_first neuro_first wheezing fever final_diagnosis_code,0.8674753377562595
7,dyarrea school_confirmed symptoms_binary hemorr_first tos artritis disfonia_first final_diagnosis_code,0.7527392343066742
7,dermatologic shock home_confirmed odynophagia neuro inflam_periferic hemorrhagies final_diagnosis_code,0.8110992754118904
7,conjuntivitis smokers_home dyarrea tos wheezing nuchal_stiffness crackles final_diagnosis_code,0.7822461116006446
7,tachypnea crup irritability headache_first ausc_resp sex spleno_first final_diagnosis_code,0.8583087125997002
7,nuchal_stiffness hemorrhagies sympt_epi conjuntivitis headache taste_first hepato final_diagnosis_code,0.8264525336264502
7,school_confirmed headache_first final_diagnosis_code smokers_home irritability sympt_epi artralgies final_diagnosis_code,0.7647986428764618
7,smokers_home crup dyarrea ocular_pain final_diagnosis_code spleno_first headache final_diagnosis_code,0.7286989465690892
7,ocular_pain hemorr_first crup symptoms_binary home_confirmed hemorrhagies sex final_diagnosis_code,0.8252376416466383
7,conjuntivitis headache disfonia_first artralgies nuchal_stiffness flu_binary ct2 final_diagnosis_code,0.8485441821511301
7,hemorrhagies nuchal_stiffness crackles peripheral_paralysis crup taste_first artralgies final_diagnosis_code,0.8150435265591415
7,fatiga crackles wheezing dysphonia flu_binary gi_symptoms irritability final_diagnosis_code,0.8366389667764118
7,shock_first tos home_confirmed disfonia_first nasal_congestion headache_first ausc_resp final_diagnosis_code,0.7432035210732251
7,headache_first ct2 final_diagnosis_code hemorr_first school_symptoms nasal_congestion abdominal_pain final_diagnosis_code,0.5298033463483096
7,odynophagia final_diagnosis_code ct2 tos neuro_first smokers_home crup final_diagnosis_code,0.5907307877301453
7,headache nuchal_stiffness sex crackles shock_first tos tachypnea final_diagnosis_code,0.6883213650817411
7,dysphonia tos headache ct2 abdominal_pain spleno_first artritis final_diagnosis_code,0.7715905691056214
7,nuchal_stiffness hepato artralgies tachypnea dyarrea hepato_first school_confirmed final_diagnosis_code,0.8176856144076354
7,artralgies final_diagnosis_code tos artritis smokers_home dermatologic headache final_diagnosis_code,0.749210519578531
7,dysphonia gi_first hemorr_first sympt_epi dermatologic ausc_resp artralgies final_diagnosis_code,0.7891970900710739
7,wheezing neuro_first dyarrea ocular_pain taste_first dolor_toracic fatiga final_diagnosis_code,0.7368001800733837
7,neuro odynophagia headache shock_first peripheral_paralysis final_diagnosis_code nasal_congestion final_diagnosis_code,0.5644751329230953
8,spleno_first irritability artralgies nasal_first symptoms_binary fatiga school_symptoms hemorr_first final_diagnosis_code,0.7638782432308872
8,tos lymph_first abdominal_pain nasal_congestion peripheral_paralysis nuchal_stiffness neuro_first conjuntivitis final_diagnosis_code,0.6783484324596254
8,artritis crackles highest_fever ausc_resp shock tachypnea sympt_epi hemorr_first final_diagnosis_code,0.8596673422169362
8,spleno_first ausc_resp neuro fever sympt_epi home_confirmed symptoms_binary hepato final_diagnosis_code,0.8881198421752855
8,flu_binary wheezing smokers_home spleno_first highest_fever home_confirmed crup hepato final_diagnosis_code,0.8745683790560614
