num, columnes, score
2,school_confirmed irritability final_diagnosis_code,0.6815694948123374
2,fever dermatologic final_diagnosis_code,0.6575478148412663
2,tos wheezing final_diagnosis_code,0.6636491811578321
2,mialgies home_confirmed final_diagnosis_code,0.7219290238191013
2,smokers_home dermatologic final_diagnosis_code,0.675994273503321
2,resp nasal_congestion final_diagnosis_code,0.6576936198561284
2,odynophagia flu_binary final_diagnosis_code,0.6448466467396162
2,nasal_congestion flu_binary final_diagnosis_code,0.6620068467411488
2,disfonia_first hemorrhagies final_diagnosis_code,0.6574799446390535
2,school_symptoms resp final_diagnosis_code,0.6781684865014235
2,dermatologic gi_symptoms final_diagnosis_code,0.6666325161631372
2,headache_first shock_first final_diagnosis_code,0.33547288827284216
2,disfonia_first ct2 final_diagnosis_code,0.6652909411999858
2,dolor_toracic nasal_congestion final_diagnosis_code,0.6497389334767584
2,nasal_congestion artralgies final_diagnosis_code,0.6647674766651838
2,resp nasal_congestion final_diagnosis_code,0.6578243020637915
2,ct2 headache final_diagnosis_code,0.6604336199827264
2,nasal_first sympt_epi final_diagnosis_code,0.6921044545261963
2,symptoms_binary hepato_first final_diagnosis_code,0.6693071803377212
2,odynophagia sympt_epi final_diagnosis_code,0.7119456474108113
2,gi_symptoms fatiga final_diagnosis_code,0.6701091405738057
2,taste_first disfonia_first final_diagnosis_code,0.6903332812937016
2,school_symptoms dolor_toracic final_diagnosis_code,0.5868924832598923
2,final_diagnosis_code inflam_periferic final_diagnosis_code,0.33210074543040635
2,sex spleno_first final_diagnosis_code,0.6640470257426959
2,nuchal_stiffness abdominal_pain final_diagnosis_code,0.6349076500914153
2,ocular_pain dermatologic final_diagnosis_code,0.6692432630044474
2,school_confirmed artritis final_diagnosis_code,0.6792264033375872
2,ct2 symptoms_binary final_diagnosis_code,0.6698038476930194
2,nasal_first headache_first final_diagnosis_code,0.656476148673505
2,fatiga headache_first final_diagnosis_code,0.6773993502363972
2,gi_symptoms inflam_periferic final_diagnosis_code,0.6700836034836818
2,wheezing dolor_toracic final_diagnosis_code,0.6609822708137648
2,inflam_periferic gi_first final_diagnosis_code,0.6624102494778611
2,neuro conjuntivitis final_diagnosis_code,0.6678734362794513
2,fever odynophagia final_diagnosis_code,0.6709747181167073
2,crup tos final_diagnosis_code,0.6613389224720037
2,taste_first nasal_first final_diagnosis_code,0.6791990904160349
2,headache hemorrhagies final_diagnosis_code,0.6416218786542507
2,taste_first highest_fever final_diagnosis_code,0.6315310655724106
2,abdominal_pain dysphonia final_diagnosis_code,0.658006087205195
2,irritability taste_first final_diagnosis_code,0.6908519181267793
2,nuchal_stiffness hepato final_diagnosis_code,0.6616300952416655
2,artralgies odynophagia final_diagnosis_code,0.6648622386018401
2,fatiga flu_binary final_diagnosis_code,0.6653291958778199
2,home_confirmed wheezing final_diagnosis_code,0.7203047174552415
2,final_diagnosis_code spleno_first final_diagnosis_code,0.32912544294115936
2,crup_first hepato final_diagnosis_code,0.6644854038941804
2,final_diagnosis_code odynophagia final_diagnosis_code,0.3335226042854303
2,hemorr_first artritis final_diagnosis_code,0.6571466895056561
2,school_confirmed dyarrea final_diagnosis_code,0.6819170369451149
2,shock home_confirmed final_diagnosis_code,0.7106035038228286
2,irritability dysphonia final_diagnosis_code,0.665996596704275
2,school_symptoms odynophagia final_diagnosis_code,0.6854764868303039
2,hepato_first odynophagia final_diagnosis_code,0.6672839611809845
2,symptoms_binary wheezing final_diagnosis_code,0.6678444528220943
2,peripheral_paralysis flu_binary final_diagnosis_code,0.6616607416382716
2,artritis school_symptoms final_diagnosis_code,0.6793764801735295
2,fatiga headache_first final_diagnosis_code,0.677160045996905
2,wheezing nasal_congestion final_diagnosis_code,0.6573124715817599
2,symptoms_binary hepato final_diagnosis_code,0.6638601257686086
2,inflam_periferic flu_binary final_diagnosis_code,0.6669060513104591
2,dermatologic headache_first final_diagnosis_code,0.6651731968228987
2,headache hemorrhagies final_diagnosis_code,0.6441012937899867
2,disfonia_first conjuntivitis final_diagnosis_code,0.6666990230227016
2,ct2 inflam_periferic final_diagnosis_code,0.6671957370321252
2,dolor_toracic headache_first final_diagnosis_code,0.5864222744402695
2,dysphonia school_confirmed final_diagnosis_code,0.692156499438792
2,final_diagnosis_code headache final_diagnosis_code,0.3350608063270002
2,hemorr_first hemorrhagies final_diagnosis_code,0.6517892141010136
2,irritability tachypnea final_diagnosis_code,0.661652187390653
2,nasal_congestion neuro_first final_diagnosis_code,0.6535746428537937
2,headache conjuntivitis final_diagnosis_code,0.6738744642055118
2,dermatologic nasal_first final_diagnosis_code,0.6585871198515837
2,crackles irritability final_diagnosis_code,0.6648432637068434
2,inflam_periferic sex final_diagnosis_code,0.6643851857489192
2,peripheral_paralysis tos final_diagnosis_code,0.6602498428351455
2,gi_first fever final_diagnosis_code,0.6698005683365214
2,hepato ocular_pain final_diagnosis_code,0.6663114742606869
2,gi_symptoms smokers_home final_diagnosis_code,0.6797377514043915
2,abdominal_pain conjuntivitis final_diagnosis_code,0.66055631638618
2,home_confirmed irritability final_diagnosis_code,0.7185124475685405
2,disfonia_first ausc_resp final_diagnosis_code,0.657641487401602
2,crackles hepato final_diagnosis_code,0.6628372646997641
2,dermatologic hemorr_first final_diagnosis_code,0.6564979578208062
2,mialgies spleno_first final_diagnosis_code,0.6716561558487729
2,smokers_home hepato final_diagnosis_code,0.6706728827061035
2,spleno_first crackles final_diagnosis_code,0.6639452678182749
2,dermatologic spleno_first final_diagnosis_code,0.6669400547275005
2,odynophagia nasal_congestion final_diagnosis_code,0.6598536468486431
2,symptoms_binary flu_binary final_diagnosis_code,0.6694564582384133
2,neuro_first highest_fever final_diagnosis_code,0.5815547464267133
2,dermatologic gi_symptoms final_diagnosis_code,0.6669963681762834
2,hemorr_first shock_first final_diagnosis_code,0.32295276786834765
2,peripheral_paralysis mialgies final_diagnosis_code,0.6682089738966136
2,school_confirmed final_diagnosis_code final_diagnosis_code,0.35860884780887137
2,headache_first fever final_diagnosis_code,0.6787457740612802
2,ausc_resp abdominal_pain final_diagnosis_code,0.6564841852245209
2,ausc_resp fever final_diagnosis_code,0.6625003108904245
2,gi_first neuro_first final_diagnosis_code,0.6055608010591345
2,conjuntivitis tos final_diagnosis_code,0.6649920441819549
2,peripheral_paralysis odynophagia final_diagnosis_code,0.6438008025001118
2,irritability peripheral_paralysis final_diagnosis_code,0.43863419410105564
2,tachypnea gi_symptoms final_diagnosis_code,0.662204306505455
2,ausc_resp artritis final_diagnosis_code,0.6583286703503458
2,tachypnea fever final_diagnosis_code,0.6622507476362174
2,odynophagia lymph_first final_diagnosis_code,0.6638090786472394
2,dermatologic crup final_diagnosis_code,0.6434616360335811
2,odynophagia sympt_epi final_diagnosis_code,0.7121795809496289
2,school_confirmed sympt_epi final_diagnosis_code,0.7335810002816513
2,wheezing artritis final_diagnosis_code,0.6627998771540417
2,crup_first hemorrhagies final_diagnosis_code,0.6590085884877479
2,hepato_first shock_first final_diagnosis_code,0.3301386690129602
2,wheezing taste_first final_diagnosis_code,0.6893220204419986
2,nasal_congestion crup final_diagnosis_code,0.6583016789701942
2,fatiga gi_symptoms final_diagnosis_code,0.6693418826326063
2,dyarrea dermatologic final_diagnosis_code,0.6481521363679633
2,shock wheezing final_diagnosis_code,0.6441894189759009
2,highest_fever tachypnea final_diagnosis_code,0.6311629760332426
2,flu_binary hemorrhagies final_diagnosis_code,0.6592702785640557
2,ausc_resp ocular_pain final_diagnosis_code,0.6619886714316622
2,sympt_epi dermatologic final_diagnosis_code,0.7104123718250398
2,dermatologic neuro_first final_diagnosis_code,0.6615198817614732
2,lymph_first ausc_resp final_diagnosis_code,0.6541788629307629
2,flu_binary conjuntivitis final_diagnosis_code,0.6731437300371436
2,conjuntivitis lymph_first final_diagnosis_code,0.6719420560100803
2,school_symptoms hemorrhagies final_diagnosis_code,0.6772339924705539
2,highest_fever inflam_periferic final_diagnosis_code,0.6640241751232416
2,wheezing abdominal_pain final_diagnosis_code,0.6624991289667547
2,nasal_first nasal_congestion final_diagnosis_code,0.6602794325439272
2,nasal_first hepato_first final_diagnosis_code,0.6559417842162867
2,artralgies artritis final_diagnosis_code,0.6669908413889886
2,highest_fever shock_first final_diagnosis_code,0.3315829959895123
2,neuro_first fatiga final_diagnosis_code,0.630102209904379
2,dolor_toracic highest_fever final_diagnosis_code,0.6661927353258993
2,fatiga ausc_resp final_diagnosis_code,0.6637239763709128
2,peripheral_paralysis inflam_periferic final_diagnosis_code,0.6632809935744507
2,artralgies crup_first final_diagnosis_code,0.6673136684308211
2,shock_first smokers_home final_diagnosis_code,0.33819725603025397
2,fatiga nuchal_stiffness final_diagnosis_code,0.6672915993164121
2,ocular_pain crup final_diagnosis_code,0.6620000550786799
2,crup_first nasal_first final_diagnosis_code,0.6352492168887743
2,artralgies highest_fever final_diagnosis_code,0.6291818095570462
2,shock dyarrea final_diagnosis_code,0.6478654893829381
2,smokers_home disfonia_first final_diagnosis_code,0.6718364874151733
2,artralgies peripheral_paralysis final_diagnosis_code,0.6639758267909671
2,crackles school_symptoms final_diagnosis_code,0.6801436531093522
2,gi_first hepato_first final_diagnosis_code,0.6647260706290176
2,sex neuro final_diagnosis_code,0.6602206063028816
2,final_diagnosis_code school_confirmed final_diagnosis_code,0.3590765783006106
2,artritis odynophagia final_diagnosis_code,0.6668185988049791
2,school_confirmed fever final_diagnosis_code,0.6915748735122524
2,abdominal_pain sex final_diagnosis_code,0.6625423172780328
2,hemorr_first headache_first final_diagnosis_code,0.6387463179735828
2,fatiga home_confirmed final_diagnosis_code,0.7337527244169101
3,ocular_pain fever headache_first final_diagnosis_code,0.7599097000603374
3,artritis hepato ausc_resp final_diagnosis_code,0.7463367513079684
3,hemorr_first school_symptoms abdominal_pain final_diagnosis_code,0.7320666373403047
3,nasal_first dolor_toracic headache_first final_diagnosis_code,0.6997771434611461
3,inflam_periferic dysphonia hemorr_first final_diagnosis_code,0.7178743613585962
3,odynophagia neuro_first sympt_epi final_diagnosis_code,0.7365552125181604
3,fever wheezing dolor_toracic final_diagnosis_code,0.7486796270953043
3,conjuntivitis gi_first sex final_diagnosis_code,0.7448537298288568
3,tachypnea spleno_first crup final_diagnosis_code,0.7462019959018225
3,flu_binary ocular_pain tos final_diagnosis_code,0.7497892483190975
3,neuro artritis wheezing final_diagnosis_code,0.7446768338840446
3,lymph_first mialgies fatiga final_diagnosis_code,0.738991959259163
3,hepato nasal_congestion dermatologic final_diagnosis_code,0.7427138544085716
3,shock_first spleno_first gi_first final_diagnosis_code,0.4978432705216998
3,wheezing shock_first fever final_diagnosis_code,0.5005221411744973
3,home_confirmed artritis crackles final_diagnosis_code,0.7907662312751966
3,wheezing spleno_first odynophagia final_diagnosis_code,0.7481683726891487
3,gi_first ct2 fever final_diagnosis_code,0.7010532704681195
3,fatiga hepato_first artralgies final_diagnosis_code,0.7540686199510801
3,dysphonia hemorrhagies ct2 final_diagnosis_code,0.7441613496887063
3,peripheral_paralysis neuro resp final_diagnosis_code,0.7492352344956807
3,ausc_resp artralgies nasal_congestion final_diagnosis_code,0.7377992120532251
3,wheezing neuro spleno_first final_diagnosis_code,0.7443504372373607
3,peripheral_paralysis neuro_first symptoms_binary final_diagnosis_code,0.7464190261915442
3,dolor_toracic hepato dermatologic final_diagnosis_code,0.7391552850918104
3,ausc_resp fatiga nasal_first final_diagnosis_code,0.738156264022704
3,nasal_first smokers_home dolor_toracic final_diagnosis_code,0.7320346809931431
3,dysphonia irritability highest_fever final_diagnosis_code,0.7315801941579163
3,sympt_epi disfonia_first conjuntivitis final_diagnosis_code,0.781416325329736
3,tos gi_symptoms crup_first final_diagnosis_code,0.7428552469339379
3,hepato dolor_toracic headache final_diagnosis_code,0.741734687730578
3,ct2 mialgies school_confirmed final_diagnosis_code,0.6554232475820414
3,tachypnea lymph_first peripheral_paralysis final_diagnosis_code,0.7145346764646487
3,shock hemorr_first home_confirmed final_diagnosis_code,0.779332560470532
3,highest_fever artralgies gi_symptoms final_diagnosis_code,0.6201362312087603
3,resp fatiga artritis final_diagnosis_code,0.7422845682340616
3,tachypnea hepato_first hepato final_diagnosis_code,0.745166148320926
3,school_confirmed ocular_pain smokers_home final_diagnosis_code,0.7635192983887912
3,disfonia_first conjuntivitis crup_first final_diagnosis_code,0.7498679167857856
3,crup crup_first fatiga final_diagnosis_code,0.7401816654075499
3,dyarrea smokers_home final_diagnosis_code final_diagnosis_code,0.5089557122520452
3,crup_first abdominal_pain sympt_epi final_diagnosis_code,0.7047154709072152
3,dyarrea hepato_first hemorr_first final_diagnosis_code,0.7038867673829041
3,headache_first fever spleno_first final_diagnosis_code,0.7584401615969937
3,artritis hemorrhagies mialgies final_diagnosis_code,0.7500210399217014
3,sympt_epi ausc_resp dolor_toracic final_diagnosis_code,0.7747391155339551
3,crackles final_diagnosis_code nasal_congestion final_diagnosis_code,0.49271560777172485
3,dermatologic sex abdominal_pain final_diagnosis_code,0.7308317057810169
3,disfonia_first headache_first ocular_pain final_diagnosis_code,0.7497901782168381
3,hepato_first headache_first wheezing final_diagnosis_code,0.750599798025541
3,highest_fever artritis gi_symptoms final_diagnosis_code,0.7458637019503379
3,crup_first dyarrea gi_symptoms final_diagnosis_code,0.679476181081988
3,dolor_toracic hemorr_first neuro final_diagnosis_code,0.7401499835840615
3,smokers_home crackles final_diagnosis_code final_diagnosis_code,0.5025941918391044
3,resp sex gi_first final_diagnosis_code,0.732333861555621
3,spleno_first resp artralgies final_diagnosis_code,0.7526116628547936
3,irritability crup_first shock final_diagnosis_code,0.7190880709776916
3,ausc_resp dysphonia smokers_home final_diagnosis_code,0.7380106286801051
3,crup_first lymph_first shock final_diagnosis_code,0.7350444945556537
3,nasal_first crup shock_first final_diagnosis_code,0.4883907970736148
3,crup wheezing dolor_toracic final_diagnosis_code,0.7402560414371013
3,sympt_epi wheezing peripheral_paralysis final_diagnosis_code,0.782389469782954
3,peripheral_paralysis inflam_periferic highest_fever final_diagnosis_code,0.7108146022472566
3,hepato_first school_symptoms ausc_resp final_diagnosis_code,0.7559935974785016
3,tos conjuntivitis gi_symptoms final_diagnosis_code,0.7422808673900874
3,dyarrea taste_first resp final_diagnosis_code,0.7717282093110598
3,symptoms_binary tos wheezing final_diagnosis_code,0.748582350812969
3,hemorrhagies disfonia_first school_symptoms final_diagnosis_code,0.7519057854141025
3,neuro_first conjuntivitis hepato_first final_diagnosis_code,0.7475674592733706
3,gi_symptoms shock_first gi_first final_diagnosis_code,0.502418104865841
3,taste_first hepato neuro final_diagnosis_code,0.760547103431902
3,gi_first inflam_periferic crackles final_diagnosis_code,0.7466705692960961
3,hepato highest_fever wheezing final_diagnosis_code,0.7427769167013019
3,disfonia_first neuro inflam_periferic final_diagnosis_code,0.7207496490263671
3,taste_first dyarrea hemorr_first final_diagnosis_code,0.7172094809072203
3,hepato school_confirmed mialgies final_diagnosis_code,0.7021384830018639
3,final_diagnosis_code dolor_toracic ocular_pain final_diagnosis_code,0.5003893482249508
3,abdominal_pain taste_first crackles final_diagnosis_code,0.7604182582507755
3,neuro_first spleno_first school_confirmed final_diagnosis_code,0.7536562757809879
3,crackles abdominal_pain flu_binary final_diagnosis_code,0.7339716595861436
3,highest_fever dermatologic dolor_toracic final_diagnosis_code,0.7353293478194688
3,dermatologic crup_first ct2 final_diagnosis_code,0.7400657107300015
3,headache_first smokers_home mialgies final_diagnosis_code,0.7159088303711711
3,resp neuro_first hepato_first final_diagnosis_code,0.7442675938475423
3,school_symptoms hemorr_first lymph_first final_diagnosis_code,0.7432162510764749
3,inflam_periferic artritis crackles final_diagnosis_code,0.7495461824260837
3,nasal_first flu_binary gi_first final_diagnosis_code,0.7411479458090342
3,school_symptoms dyarrea irritability final_diagnosis_code,0.7555899627235239
3,crup hepato_first lymph_first final_diagnosis_code,0.7363134549966719
3,headache_first irritability smokers_home final_diagnosis_code,0.7556713466685941
3,dysphonia abdominal_pain school_symptoms final_diagnosis_code,0.7512843951315418
3,smokers_home crup_first shock_first final_diagnosis_code,0.50263629162692
3,fatiga shock home_confirmed final_diagnosis_code,0.7847478351174852
3,ocular_pain final_diagnosis_code crup final_diagnosis_code,0.49471479726951345
3,odynophagia nasal_first shock_first final_diagnosis_code,0.49104286662698843
3,gi_symptoms crackles hepato_first final_diagnosis_code,0.7518274656235301
3,highest_fever taste_first conjuntivitis final_diagnosis_code,0.724402771280173
3,ct2 dermatologic school_confirmed final_diagnosis_code,0.6624712261467196
3,artralgies smokers_home crackles final_diagnosis_code,0.7537433736215393
3,shock_first crup dyarrea final_diagnosis_code,0.49305564764738014
3,hemorrhagies disfonia_first nuchal_stiffness final_diagnosis_code,0.7408398477766215
3,gi_first headache abdominal_pain final_diagnosis_code,0.7508243982283549
3,hemorr_first headache_first odynophagia final_diagnosis_code,0.5003009612113183
3,hemorrhagies irritability neuro_first final_diagnosis_code,0.6122049278032411
3,spleno_first artritis highest_fever final_diagnosis_code,0.7494141106667818
3,hepato ausc_resp hepato_first final_diagnosis_code,0.7466621257160105
3,conjuntivitis dysphonia gi_symptoms final_diagnosis_code,0.7439871303732467
3,fatiga shock hemorr_first final_diagnosis_code,0.7323604933129453
3,lymph_first disfonia_first sex final_diagnosis_code,0.7450169919297038
3,nasal_first school_confirmed dyarrea final_diagnosis_code,0.7585117974558536
3,wheezing symptoms_binary final_diagnosis_code final_diagnosis_code,0.5011815355798872
3,artritis mialgies final_diagnosis_code final_diagnosis_code,0.5068760693872068
3,smokers_home final_diagnosis_code conjuntivitis final_diagnosis_code,0.520488399499355
3,spleno_first school_symptoms hepato final_diagnosis_code,0.7619360349759965
3,artralgies dermatologic taste_first final_diagnosis_code,0.7475430737720878
3,nuchal_stiffness home_confirmed spleno_first final_diagnosis_code,0.7881169439513263
3,resp conjuntivitis flu_binary final_diagnosis_code,0.7541093210019266
3,shock_first nasal_congestion hepato final_diagnosis_code,0.49347947247511803
3,peripheral_paralysis neuro hepato final_diagnosis_code,0.7420257007448163
3,home_confirmed fatiga tachypnea final_diagnosis_code,0.7971809962635273
3,smokers_home nasal_congestion ct2 final_diagnosis_code,0.6215944811435469
3,taste_first artritis school_confirmed final_diagnosis_code,0.7697827202832354
3,dolor_toracic home_confirmed hepato_first final_diagnosis_code,0.7897754174225383
3,flu_binary conjuntivitis hemorr_first final_diagnosis_code,0.7538429641860686
3,taste_first artritis artralgies final_diagnosis_code,0.7502365960039884
3,crup_first dyarrea crup final_diagnosis_code,0.6713799517348653
3,gi_symptoms neuro nasal_congestion final_diagnosis_code,0.6932255785982289
3,highest_fever odynophagia smokers_home final_diagnosis_code,0.7564564228543911
3,dermatologic tachypnea school_confirmed final_diagnosis_code,0.7640929129554397
3,final_diagnosis_code odynophagia crup_first final_diagnosis_code,0.4972079751348868
3,neuro conjuntivitis tos final_diagnosis_code,0.7256491678653558
3,tachypnea school_symptoms flu_binary final_diagnosis_code,0.7440865148437257
3,inflam_periferic shock_first crackles final_diagnosis_code,0.49853681153709506
3,hepato gi_symptoms hemorr_first final_diagnosis_code,0.7058841963649867
3,lymph_first flu_binary ct2 final_diagnosis_code,0.7243291284471205
3,hemorrhagies neuro headache final_diagnosis_code,0.6879883459517919
3,dolor_toracic odynophagia neuro final_diagnosis_code,0.7187710995154253
3,nuchal_stiffness hepato_first nasal_first final_diagnosis_code,0.7382796037941372
3,artritis inflam_periferic gi_symptoms final_diagnosis_code,0.7523128291448855
3,headache_first abdominal_pain tos final_diagnosis_code,0.7455598112344498
3,dolor_toracic hemorrhagies mialgies final_diagnosis_code,0.7465761317386239
3,hepato_first sex odynophagia final_diagnosis_code,0.7498771129010314
3,final_diagnosis_code crup_first shock final_diagnosis_code,0.48463153895421096
3,headache nuchal_stiffness final_diagnosis_code final_diagnosis_code,0.49761608501665244
3,sex dermatologic school_symptoms final_diagnosis_code,0.7474796667469144
3,spleno_first sex peripheral_paralysis final_diagnosis_code,0.7455406045147522
3,neuro peripheral_paralysis irritability final_diagnosis_code,0.5116328976793612
3,dermatologic neuro highest_fever final_diagnosis_code,0.6887670584625543
3,taste_first home_confirmed wheezing final_diagnosis_code,0.7327864083389487
3,neuro lymph_first abdominal_pain final_diagnosis_code,0.6846006079373441
3,nasal_congestion final_diagnosis_code inflam_periferic final_diagnosis_code,0.4961300858256815
3,gi_symptoms nuchal_stiffness lymph_first final_diagnosis_code,0.726739383914534
3,symptoms_binary odynophagia mialgies final_diagnosis_code,0.7514595543952715
3,crup_first neuro gi_symptoms final_diagnosis_code,0.7288189030878072
3,abdominal_pain conjuntivitis symptoms_binary final_diagnosis_code,0.7474646829181585
3,shock dyarrea crup_first final_diagnosis_code,0.6639500814194257
3,conjuntivitis school_confirmed taste_first final_diagnosis_code,0.7729404046483597
3,tos ct2 lymph_first final_diagnosis_code,0.7423829485539969
3,school_symptoms wheezing flu_binary final_diagnosis_code,0.7583304824740673
3,crackles hemorrhagies dermatologic final_diagnosis_code,0.7421330397015764
3,school_confirmed artralgies gi_first final_diagnosis_code,0.7605285054962125
3,disfonia_first hepato_first headache_first final_diagnosis_code,0.7516270485448991
3,odynophagia taste_first neuro_first final_diagnosis_code,0.7284692396367836
3,hepato_first nuchal_stiffness neuro final_diagnosis_code,0.7461144050455024
3,fatiga fever odynophagia final_diagnosis_code,0.7528109404197021
3,tachypnea disfonia_first highest_fever final_diagnosis_code,0.7042804551912948
3,neuro crup_first crackles final_diagnosis_code,0.7188961687972523
3,ausc_resp final_diagnosis_code inflam_periferic final_diagnosis_code,0.48850050660598154
3,dyarrea ocular_pain headache_first final_diagnosis_code,0.7526379341606099
3,nasal_first shock irritability final_diagnosis_code,0.7232491744453544
3,artritis nasal_congestion ocular_pain final_diagnosis_code,0.7487171990032794
3,hepato disfonia_first highest_fever final_diagnosis_code,0.7254241438128926
3,abdominal_pain disfonia_first hemorrhagies final_diagnosis_code,0.7437280415883456
3,nuchal_stiffness crackles crup_first final_diagnosis_code,0.7208195275043081
3,sympt_epi flu_binary resp final_diagnosis_code,0.7789297472006391
3,headache_first school_confirmed dysphonia final_diagnosis_code,0.7695562476105139
3,symptoms_binary nuchal_stiffness home_confirmed final_diagnosis_code,0.7988614796110844
3,hepato headache sex final_diagnosis_code,0.7482147266484604
3,crup_first symptoms_binary conjuntivitis final_diagnosis_code,0.7543665194936854
3,hemorr_first dysphonia hepato final_diagnosis_code,0.7419611173360248
3,gi_first artritis hepato final_diagnosis_code,0.7489127411449704
3,fever crackles hepato final_diagnosis_code,0.7477838663634278
3,nasal_first school_symptoms fatiga final_diagnosis_code,0.7588669852251744
3,shock crackles sympt_epi final_diagnosis_code,0.7649147926195722
3,nasal_congestion crup dolor_toracic final_diagnosis_code,0.7354590260148055
3,hepato highest_fever hemorrhagies final_diagnosis_code,0.7434302185866664
3,dyarrea peripheral_paralysis shock_first final_diagnosis_code,0.400366907349272
3,irritability home_confirmed neuro_first final_diagnosis_code,0.6775503186439089
3,highest_fever crup fatiga final_diagnosis_code,0.7323912839391511
3,nasal_first ocular_pain hemorr_first final_diagnosis_code,0.4949898568020233
3,dermatologic gi_symptoms smokers_home final_diagnosis_code,0.7573084949428623
3,conjuntivitis ocular_pain gi_symptoms final_diagnosis_code,0.7438885500266011
3,ct2 flu_binary inflam_periferic final_diagnosis_code,0.7345441402081033
3,hemorrhagies ocular_pain wheezing final_diagnosis_code,0.7334519501969622
3,school_confirmed flu_binary dermatologic final_diagnosis_code,0.763088326590039
3,fever crup sympt_epi final_diagnosis_code,0.7864450192801637
3,disfonia_first peripheral_paralysis nasal_first final_diagnosis_code,0.7358291616437391
3,smokers_home fever nasal_congestion final_diagnosis_code,0.7512996237318551
3,final_diagnosis_code nuchal_stiffness hepato_first final_diagnosis_code,0.49326823957889165
3,wheezing dermatologic inflam_periferic final_diagnosis_code,0.7497797867904099
4,fatiga shock_first neuro_first crup final_diagnosis_code,0.5564996867596456
4,odynophagia headache peripheral_paralysis inflam_periferic final_diagnosis_code,0.7709303532405523
4,peripheral_paralysis sex home_confirmed flu_binary final_diagnosis_code,0.829241591671859
4,sex dyarrea crup gi_first final_diagnosis_code,0.7884336246377343
4,nasal_congestion hemorrhagies shock_first ct2 final_diagnosis_code,0.5920629769679998
4,odynophagia dysphonia headache dyarrea final_diagnosis_code,0.787160814879564
4,symptoms_binary crup sex wheezing final_diagnosis_code,0.7966936184429873
4,ausc_resp headache_first artralgies hemorrhagies final_diagnosis_code,0.6885467644675071
4,artritis taste_first ct2 school_confirmed final_diagnosis_code,0.7344367094890265
4,smokers_home resp crup_first sympt_epi final_diagnosis_code,0.819489170729587
4,school_confirmed hemorrhagies irritability sex final_diagnosis_code,0.809404720381439
4,wheezing headache_first school_symptoms tos final_diagnosis_code,0.7928544357495078
4,artritis hepato_first ct2 artralgies final_diagnosis_code,0.8008148747283957
4,fever spleno_first nuchal_stiffness school_confirmed final_diagnosis_code,0.8055148173146212
4,taste_first nasal_first peripheral_paralysis artralgies final_diagnosis_code,0.7267659155781608
